word,propability
"dümmerem",-5901
"dümmeren",-5901
"dümmerer",-5901
"dümmeres",-5901
"dümmst",-5901
"dümmste",-5901
"dümmstem",-5901
"dümmsten",-5901
"dümmster",-5901
"dümmstes",-5901
"dürr",-47
"dürre",-47
"dürrem",-47
"dürren",-47
"dürrer",-47
"dürrere",-47
"dürrerem",-47
"dürreren",-47
"dürrerer",-47
"dürreres",-47
"dürres",-47
"dürrst",-47
"dürrste",-47
"dürrstem",-47
"dürrsten",-47
"dürrster",-47
"dürrstes",-47
"düster",-187
"düstere",-187
"düsterem",-187
"düsteren",-187
"düsterer",-187
"düsterere",-187
"düstererem",-187
"düstereren",-187
"düstererer",-187
"düstereres",-187
"düsteres",-187
"düsterst",-187
"düsterste",-187
"düsterstem",-187
"düstersten",-187
"düsterster",-187
"düsterstes",-187
"düstrer",-187
"düstrere",-187
"düstrerem",-187
"düstreren",-187
"düstrerer",-187
"düstreres",-187
"egoistisch",-3254
"egoistische",-3254
"egoistischem",-3254
"egoistischen",-3254
"egoistischer",-3254
"egoistischere",-3254
"egoistischerem",-3254
"egoistischeren",-3254
"egoistischerer",-3254
"egoistischeres",-3254
"egoistisches",-3254
"egoistischst",-3254
"egoistischste",-3254
"egoistischstem",-3254
"egoistischsten",-3254
"egoistischster",-3254
"egoistischstes",-3254
"ehebrechen",-3128
"eigenartig",-47
"eigenartige",-47
"eigenartigem",-47
"eigenartigen",-47
"eigenartiger",-47
"eigenartigere",-47
"eigenartigerem",-47
"eigenartigeren",-47
"eigenartigerer",-47
"eigenartigeres",-47
"eigenartiges",-47
"eigenartigst",-47
"eigenartigste",-47
"eigenartigstem",-47
"eigenartigsten",-47
"eigenartigster",-47
"eigenartigstes",-47
"eigenstellt",-47
"einbehalten",-47
"einbrechen",-47
"einfältig",-1858
"einfältige",-1858
"einfältigem",-1858
"einfältigen",-1858
"einfältiger",-1858
"einfältigere",-1858
"einfältigerem",-1858
"einfältigeren",-1858
"einfältigerer",-1858
"einfältigeres",-1858
"einfältiges",-1858
"einfältigst",-1858
"einfältigste",-1858
"einfältigstem",-1858
"einfältigsten",-1858
"einfältigster",-1858
"einfältigstes",-1858
"eingehen",-47
"eingeschrumpft",-47
"eingeschränkt",-3327
"eingeschränkte",-47
"eingeschränktem",-47
"eingeschränkten",-47
"eingeschränkter",-47
"eingeschränktere",-47
"eingeschränkterem",-47
"eingeschränkteren",-47
"eingeschränkterer",-47
"eingeschränkteres",-47
"eingeschränktes",-47
"eingeschränktest",-47
"eingeschränkteste",-47
"eingeschränktestem",-47
"eingeschränktesten",-47
"eingeschränktester",-47
"eingeschränktestes",-47
"eingeschüchtert",-47
"eingestürzt",-47
"einsam",-1634
"einsame",-1634
"einsamem",-1634
"einsamen",-1634
"einsamer",-1634
"einsamere",-1634
"einsamerem",-1634
"einsameren",-1634
"einsamerer",-1634
"einsameres",-1634
"einsames",-1634
"einsamst",-1634
"einsamste",-1634
"einsamstem",-1634
"einsamsten",-1634
"einsamster",-1634
"einsamstes",-1634
"einschlagen",-47
"einschrumpf",-47
"einschrumpfe",-47
"einschrumpfen",-47
"einschrumpfest",-47
"einschrumpfet",-47
"einschrumpfst",-47
"einschrumpft",-47
"einschrumpfte",-47
"einschrumpften",-47
"einschrumpftest",-47
"einschrumpftet",-47
"einschränk",-3327
"einschränke",-3327
"einschränken",-3327
"einschränkest",-3327
"einschränket",-3327
"einschränkst",-3327
"einschränkt",-3327
"einschränkte",-3327
"einschränkten",-3327
"einschränktest",-3327
"einschränktet",-3327
"einschüchter",-47
"einschüchtere",-47
"einschüchteren",-47
"einschüchtern",-47
"einschüchternd",-47
"einschüchterst",-47
"einschüchtert",-47
"einschüchterte",-47
"einschüchterten",-47
"einschüchtertest",-47
"einschüchtertet",-47
"einsinken",-366
"einstell",-47
"einstelle",-47
"einstellen",-47
"einstellest",-47
"einstellet",-47
"einstellst",-47
"einstellt",-47
"einstellte",-47
"einstellten",-47
"einstelltest",-47
"einstelltet",-47
"einstürz",-47
"einstürze",-47
"einstürzen",-47
"einstürzest",-47
"einstürzet",-47
"einstürzt",-47
"einstürzte",-47
"einstürzten",-47
"einstürztest",-47
"einstürztet",-47
"eintönig",-378
"eintönige",-378
"eintönigem",-378
"eintönigen",-378
"eintöniger",-378
"eintönigere",-378
"eintönigerem",-378
"eintönigeren",-378
"eintönigerer",-378
"eintönigeres",-378
"eintöniges",-378
"eintönigst",-378
"eintönigste",-378
"eintönigstem",-378
"eintönigsten",-378
"eintönigster",-378
"eintönigstes",-378
"ekelerregend",-413
"ekelerregende",-413
"ekelerregendem",-413
"ekelerregenden",-413
"ekelerregender",-413
"ekelerregendere",-413
"ekelerregenderem",-413
"ekelerregenderen",-413
"ekelerregenderer",-413
"ekelerregenderes",-413
"ekelerregendes",-413
"ekelerregendst",-413
"ekelerregendste",-413
"ekelerregendstem",-413
"ekelerregendsten",-413
"ekelerregendster",-413
"ekelerregendstes",-413
"ekelig",-47
"ekelige",-47
"ekeligem",-47
"ekeligen",-47
"ekeliger",-47
"ekeligere",-47
"ekeligerem",-47
"ekeligeren",-47
"ekeligerer",-47
"ekeligeres",-47
"ekeliges",-47
"ekeligst",-47
"ekeligste",-47
"ekeligstem",-47
"ekeligsten",-47
"ekeligster",-47
"ekeligstes",-47
"eklatant",-47
"eklatante",-47
"eklatantem",-47
"eklatanten",-47
"eklatanter",-47
"eklatantere",-47
"eklatanterem",-47
"eklatanteren",-47
"eklatanterer",-47
"eklatanteres",-47
"eklatantes",-47
"eklatantest",-47
"eklatanteste",-47
"eklatantestem",-47
"eklatantesten",-47
"eklatantester",-47
"eklatantestes",-47
"elend",-519
"elende",-519
"elendem",-519
"elenden",-519
"elender",-519
"elendere",-519
"elenderem",-519
"elenderen",-519
"elenderer",-519
"elenderes",-519
"elendes",-519
"elendest",-519
"elendeste",-519
"elendestem",-519
"elendesten",-519
"elendester",-519
"elendestes",-519
"elendig",-47
"elendige",-47
"elendigem",-47
"elendigen",-47
"elendiger",-47
"elendigere",-47
"elendigerem",-47
"elendigeren",-47
"elendigerer",-47
"elendigeres",-47
"elendiges",-47
"elendigst",-47
"elendigste",-47
"elendigstem",-47
"elendigsten",-47
"elendigster",-47
"elendigstes",-47
"empör",-47
"empöre",-47
"empören",-47
"empörest",-47
"empöret",-47
"empörst",-47
"empört",-47
"empörte",-47
"empörten",-47
"empörtest",-47
"empörtet",-47
"energielos",-3037
"energielose",-3037
"energielosem",-3037
"energielosen",-3037
"energieloser",-3037
"energielosere",-3037
"energieloserem",-3037
"energieloseren",-3037
"energieloserer",-3037
"energieloseres",-3037
"energieloses",-3037
"energielosest",-3037
"energieloseste",-3037
"energielosestem",-3037
"energielosesten",-3037
"energielosester",-3037
"energielosestes",-3037
"engstirnig",-3199
"engstirnige",-3199
"engstirnigem",-3199
"engstirnigen",-3199
"engstirniger",-3199
"engstirnigere",-3199
"engstirnigerem",-3199
"engstirnigeren",-3199
"engstirnigerer",-3199
"engstirnigeres",-3199
"engstirniges",-3199
"engstirnigst",-3199
"engstirnigste",-3199
"engstirnigstem",-3199
"engstirnigsten",-3199
"engstirnigster",-3199
"engstirnigstes",-3199
"entbehrungsreich",-47
"entbinden",-47
"entfremd",-47
"entfremde",-47
"entfremden",-47
"entfremdest",-47
"entfremdet",-47
"entfremdete",-47
"entfremdeten",-47
"entfremdetest",-47
"entfremdetet",-47
"entfremdte",-47
"entfremdten",-47
"entfremdtest",-47
"entfremdtet",-47
"entführ",-47
"entführe",-47
"entführen",-47
"entführest",-47
"entführet",-47
"entführst",-47
"entführt",-47
"entführte",-47
"entführten",-47
"entführtest",-47
"entführtet",-47
"entgleiten",-47
"enthaupt",-47
"enthaupte",-47
"enthaupten",-47
"enthauptest",-47
"enthauptet",-47
"enthauptete",-47
"enthaupteten",-47
"enthauptetest",-47
"enthauptetet",-47
"enthauptte",-47
"enthauptten",-47
"enthaupttest",-47
"enthaupttet",-47
"entkräftet",-47
"entlassen",-47
"entmutig",-47
"entmutige",-47
"entmutigen",-47
"entmutigest",-47
"entmutiget",-47
"entmutigst",-47
"entmutigt",-47
"entmutigte",-47
"entmutigten",-47
"entmutigtest",-47
"entmutigtet",-47
"entnervt",-47
"entnervte",-47
"entnervtem",-47
"entnervten",-47
"entnervter",-47
"entnervtere",-47
"entnervterem",-47
"entnervteren",-47
"entnervterer",-47
"entnervteres",-47
"entnervtes",-47
"entnervtest",-47
"entnervteste",-47
"entnervtestem",-47
"entnervtesten",-47
"entnervtester",-47
"entnervtestes",-47
"entrüstet",-47
"entschwinden",-1827
"entsetzlich",-4770
"entsetzliche",-4770
"entsetzlichem",-4770
"entsetzlichen",-4770
"entsetzlicher",-4770
"entsetzlichere",-4770
"entsetzlicherem",-4770
"entsetzlicheren",-4770
"entsetzlicherer",-4770
"entsetzlicheres",-4770
"entsetzliches",-4770
"entsetzlichst",-4770
"entsetzlichste",-4770
"entsetzlichstem",-4770
"entsetzlichsten",-4770
"entsetzlichster",-4770
"entsetzlichstes",-4770
"enttäusch",-586
"enttäusche",-586
"enttäuschen",-586
"enttäuschend",-425
"enttäuschest",-586
"enttäuschet",-586
"enttäuschst",-586
"enttäuscht",-3129
"enttäuschte",-3129
"enttäuschtem",-3129
"enttäuschten",-3129
"enttäuschter",-3129
"enttäuschtere",-3129
"enttäuschterem",-3129
"enttäuschteren",-3129
"enttäuschterer",-3129
"enttäuschteres",-3129
"enttäuschtes",-3129
"enttäuschtest",-3129
"enttäuschteste",-3129
"enttäuschtestem",-3129
"enttäuschtesten",-3129
"enttäuschtester",-3129
"enttäuschtestes",-3129
"enttäuschtet",-586
"entwürdigend",-3132
"entziehen",-47
"erbittert",-47
"erbitterte",-47
"erbittertem",-47
"erbitterten",-47
"erbitterter",-47
"erbittertere",-47
"erbitterterem",-47
"erbitterteren",-47
"erbitterterer",-47
"erbitterteres",-47
"erbittertes",-47
"erbittertst",-47
"erbittertste",-47
"erbittertstem",-47
"erbittertsten",-47
"erbittertster",-47
"erbittertstes",-47
"erbost",-3293
"erboste",-3293
"erbostem",-3293
"erbosten",-3293
"erboster",-3293
"erbostere",-3293
"erbosterem",-3293
"erbosteren",-3293
"erbosterer",-3293
"erbosteres",-3293
"erbostes",-3293
"erbostest",-3293
"erbosteste",-3293
"erbostestem",-3293
"erbostesten",-3293
"erbostester",-3293
"erbostestes",-3293
"erbrechen",-3308
"erbärmlich",-4796
"erbärmliche",-4796
"erbärmlichem",-4796
"erbärmlichen",-4796
"erbärmlicher",-4796
"erbärmlichere",-4796
"erbärmlicherem",-4796
"erbärmlicheren",-4796
"erbärmlicherer",-4796
"erbärmlicheres",-4796
"erbärmliches",-4796
"erbärmlichst",-4796
"erbärmlichste",-4796
"erbärmlichstem",-4796
"erbärmlichsten",-4796
"erbärmlichster",-4796
"erbärmlichstes",-4796
"erdrückend",-47
"erdrückende",-47
"erdrückendem",-47
"erdrückenden",-47
"erdrückender",-47
"erdrückendere",-47
"erdrückenderem",-47
"erdrückenderen",-47
"erdrückenderer",-47
"erdrückenderes",-47
"erdrückendes",-47
"erdrückendst",-47
"erdrückendste",-47
"erdrückendstem",-47
"erdrückendsten",-47
"erdrückendster",-47
"erdrückendstes",-47
"ergauner",-47
"ergaunere",-47
"ergauneren",-47
"ergaunern",-47
"ergaunerst",-47
"ergaunert",-47
"ergaunerte",-47
"ergaunerten",-47
"ergaunertest",-47
"ergaunertet",-47
"ergebnislos",-47
"ergebnislose",-47
"ergebnislosem",-47
"ergebnislosen",-47
"ergebnisloser",-47
"ergebnislosere",-47
"ergebnisloserem",-47
"ergebnisloseren",-47
"ergebnisloserer",-47
"ergebnisloseres",-47
"ergebnisloses",-47
"ergebnislosest",-47
"ergebnisloseste",-47
"ergebnislosestem",-47
"ergebnislosesten",-47
"ergebnislosester",-47
"ergebnislosestes",-47
"erleiden",-3494
"erliegen",-3296
"ermahn",-47
"ermahne",-47
"ermahnen",-47
"ermahnest",-47
"ermahnet",-47
"ermahnst",-47
"ermahnt",-47
"ermahnte",-47
"ermahnten",-47
"ermahntest",-47
"ermahntet",-47
"ermord",-3292
"ermorde",-3292
"ermorden",-3292
"ermordest",-3292
"ermordet",-3292
"ermordete",-3292
"ermordeten",-3292
"ermordetest",-3292
"ermordetet",-3292
"ermordte",-3292
"ermordten",-3292
"ermordtest",-3292
"ermordtet",-3292
"ermüd",-47
"ermüde",-47
"ermüden",-47
"ermüdest",-47
"ermüdet",-47
"ermüdete",-47
"ermüdeten",-47
"ermüdetest",-47
"ermüdetet",-47
"ermüdte",-47
"ermüdten",-47
"ermüdtest",-47
"ermüdtet",-47
"erniedrig",-47
"erniedrige",-47
"erniedrigen",-47
"erniedrigest",-47
"erniedriget",-47
"erniedrigst",-47
"erniedrigt",-47
"erniedrigte",-47
"erniedrigten",-47
"erniedrigtest",-47
"erniedrigtet",-47
"ernüchternd",-47
"erpress",-47
"erpresse",-47
"erpressen",-47
"erpressest",-47
"erpresset",-47
"erpresst",-47
"erpresste",-47
"erpressten",-47
"erpresstest",-47
"erpresstet",-47
"erschießen",-3317
"erschlaff",-47
"erschlaffe",-47
"erschlaffen",-47
"erschlaffest",-47
"erschlaffet",-47
"erschlaffst",-47
"erschlafft",-47
"erschlaffte",-47
"erschlafften",-47
"erschlafftest",-47
"erschlafftet",-47
"erschlagen",-3442
"erschreck",-1812
"erschrecke",-1812
"erschrecken",-1812
"erschreckend",-544
"erschreckest",-1812
"erschrecket",-1812
"erschreckst",-1812
"erschreckt",-1812
"erschreckte",-1812
"erschreckten",-1812
"erschrecktest",-1812
"erschrecktet",-1812
"erschwer",-4891
"erschwere",-4891
"erschweren",-4891
"erschwern",-4891
"erschwerst",-4891
"erschwert",-4891
"erschwerte",-4891
"erschwerten",-4891
"erschwertest",-4891
"erschwertet",-4891
"erschöpf",-47
"erschöpfe",-47
"erschöpfen",-47
"erschöpfest",-47
"erschöpfet",-47
"erschöpfst",-47
"erschöpft",-377
"erschöpfte",-377
"erschöpftem",-377
"erschöpften",-377
"erschöpfter",-377
"erschöpftere",-377
"erschöpfterem",-377
"erschöpfteren",-377
"erschöpfterer",-377
"erschöpfteres",-377
"erschöpftes",-377
"erschöpftest",-377
"erschöpfteste",-377
"erschöpftestem",-377
"erschöpftesten",-377
"erschöpftester",-377
"erschöpftestes",-377
"erschöpftet",-47
"erschütter",-47
"erschüttere",-47
"erschütteren",-47
"erschüttern",-47
"erschütternd",-472
"erschütterst",-47
"erschüttert",-47
"erschütterte",-47
"erschütterten",-47
"erschüttertest",-47
"erschüttertet",-47
"erstechen",-3078
"erstick",-3291
"ersticke",-3291
"ersticken",-3291
"erstickest",-3291
"ersticket",-3291
"erstickst",-3291
"erstickt",-3291
"erstickte",-3291
"erstickten",-3291
"ersticktest",-3291
"ersticktet",-3291
"ertrinken",-47
"erwürg",-47
"erwürge",-47
"erwürgen",-47
"erwürgest",-47
"erwürget",-47
"erwürgst",-47
"erwürgt",-47
"erwürgte",-47
"erwürgten",-47
"erwürgtest",-47
"erwürgtet",-47
"erzürnt",-3221
"erzürnte",-3221
"erzürntem",-3221
"erzürnten",-3221
"erzürnter",-3221
"erzürntere",-3221
"erzürnterem",-3221
"erzürnteren",-3221
"erzürnterer",-3221
"erzürnteres",-3221
"erzürntes",-3221
"erzürntest",-3221
"erzürnteste",-3221
"erzürntestem",-3221
"erzürntesten",-3221
"erzürntester",-3221
"erzürntestes",-3221
"existenzbedrohend",-47
"existenzbedrohende",-47
"existenzbedrohendem",-47
"existenzbedrohenden",-47
"existenzbedrohender",-47
"existenzbedrohendere",-47
"existenzbedrohenderem",-47
"existenzbedrohenderen",-47
"existenzbedrohenderer",-47
"existenzbedrohenderes",-47
"existenzbedrohendes",-47
"existenzbedrohendst",-47
"existenzbedrohendste",-47
"existenzbedrohendstem",-47
"existenzbedrohendsten",-47
"existenzbedrohendster",-47
"existenzbedrohendstes",-47
"explodier",-47
"explodiere",-47
"explodieren",-47
"explodierest",-47
"explodieret",-47
"explodierst",-47
"explodiert",-47
"explodierte",-47
"explodierten",-47
"explodiertest",-47
"explodiertet",-47
"fad",-47
"fade",-47
"fadem",-47
"faden",-47
"fadenscheinig",-47
"fadenscheinige",-47
"fadenscheinigem",-47
"fadenscheinigen",-47
"fadenscheiniger",-47
"fadenscheinigere",-47
"fadenscheinigerem",-47
"fadenscheinigeren",-47
"fadenscheinigerer",-47
"fadenscheinigeres",-47
"fadenscheiniges",-47
"fadenscheinigst",-47
"fadenscheinigste",-47
"fadenscheinigstem",-47
"fadenscheinigsten",-47
"fadenscheinigster",-47
"fadenscheinigstes",-47
"fader",-47
"fadere",-47
"faderem",-47
"faderen",-47
"faderer",-47
"faderes",-47
"fades",-47
"fadst",-47
"fadste",-47
"fadstem",-47
"fadsten",-47
"fadster",-47
"fadstes",-47
"fahrlässig",-3487
"fahrlässige",-3487
"fahrlässigem",-3487
"fahrlässigen",-3487
"fahrlässiger",-3487
"fahrlässigere",-3487
"fahrlässigerem",-3487
"fahrlässigeren",-3487
"fahrlässigerer",-3487
"fahrlässigeres",-3487
"fahrlässiges",-3487
"fahrlässigst",-3487
"fahrlässigste",-3487
"fahrlässigstem",-3487
"fahrlässigsten",-3487
"fahrlässigster",-3487
"fahrlässigstes",-3487
"fallen",-2153
"falsch",-7618
"falsche",-7618
"falschem",-7618
"falschen",-7618
"falscher",-7618
"falschere",-7618
"falscherem",-7618
"falscheren",-7618
"falscherer",-7618
"falscheres",-7618
"falsches",-7618
"falschst",-7618
"falschste",-7618
"falschstem",-7618
"falschsten",-7618
"falschster",-7618
"falschstes",-7618
"farblos",-47
"farblose",-47
"farblosem",-47
"farblosen",-47
"farbloser",-47
"farblosere",-47
"farbloserem",-47
"farbloseren",-47
"farbloserer",-47
"farbloseres",-47
"farbloses",-47
"farblosest",-47
"farbloseste",-47
"farblosestem",-47
"farblosesten",-47
"farblosester",-47
"farblosestes",-47
"faschistisch",-4477
"faschistische",-4477
"faschistischem",-4477
"faschistischen",-4477
"faschistischer",-4477
"faschistischere",-4477
"faschistischerem",-4477
"faschistischeren",-4477
"faschistischerer",-4477
"faschistischeres",-4477
"faschistisches",-4477
"faschistischst",-4477
"faschistischste",-4477
"faschistischstem",-4477
"faschistischsten",-4477
"faschistischster",-4477
"faschistischstes",-4477
"fatal",-3449
"fatale",-3449
"fatalem",-3449
"fatalen",-3449
"fataler",-3449
"fatalere",-3449
"fatalerem",-3449
"fataleren",-3449
"fatalerer",-3449
"fataleres",-3449
"fatales",-3449
"fatalst",-3449
"fatalste",-3449
"fatalstem",-3449
"fatalsten",-3449
"fatalster",-3449
"fatalstes",-3449
"faul",-350
"faule",-350
"faulem",-350
"faulen",-350
"fauler",-350
"faulere",-350
"faulerem",-350
"fauleren",-350
"faulerer",-350
"fauleres",-350
"faules",-350
"faulst",-350
"faulste",-350
"faulstem",-350
"faulsten",-350
"faulster",-350
"faulstes",-350
"fehl",-5365
"fehle",-5365
"fehlen",-5365
"fehleranfällig",-47
"fehlerhaft",-3580
"fehlerhafte",-3580
"fehlerhaftem",-3580
"fehlerhaften",-3580
"fehlerhafter",-3580
"fehlerhaftere",-3580
"fehlerhafterem",-3580
"fehlerhafteren",-3580
"fehlerhafterer",-3580
"fehlerhafteres",-3580
"fehlerhaftes",-3580
"fehlerhaftest",-3580
"fehlerhafteste",-3580
"fehlerhaftestem",-3580
"fehlerhaftesten",-3580
"fehlerhaftester",-3580
"fehlerhaftestes",-3580
"fehlest",-5365
"fehlet",-5365
"fehlst",-5365
"fehlt",-5365
"fehlte",-5365
"fehlten",-5365
"fehltest",-5365
"fehltet",-5365
"feige",-4649
"feigee",-4649
"feigeem",-4649
"feigeen",-4649
"feigeer",-4649
"feigeere",-4649
"feigeerem",-4649
"feigeeren",-4649
"feigeerer",-4649
"feigeeres",-4649
"feigees",-4649
"feigest",-4649
"feigeste",-4649
"feigestem",-4649
"feigesten",-4649
"feigester",-4649
"feigestes",-4649
"feindlich",-4723
"feindliche",-4723
"feindlichem",-4723
"feindlichen",-4723
"feindlicher",-4723
"feindlichere",-4723
"feindlicherem",-4723
"feindlicheren",-4723
"feindlicherer",-4723
"feindlicheres",-4723
"feindliches",-4723
"feindlichst",-4723
"feindlichste",-4723
"feindlichstem",-4723
"feindlichsten",-4723
"feindlichster",-4723
"feindlichstes",-4723
"feindselig",-4579
"feindselige",-4579
"feindseligem",-4579
"feindseligen",-4579
"feindseliger",-4579
"feindseligere",-4579
"feindseligerem",-4579
"feindseligeren",-4579
"feindseligerer",-4579
"feindseligeres",-4579
"feindseliges",-4579
"feindseligst",-4579
"feindseligste",-4579
"feindseligstem",-4579
"feindseligsten",-4579
"feindseligster",-4579
"feindseligstes",-4579
"fessel",-47
"fessele",-47
"fesselen",-47
"fesseln",-47
"fesselst",-47
"fesselt",-47
"fesselte",-47
"fesselten",-47
"fesseltest",-47
"fesseltet",-47
"fessl",-47
"fessle",-47
"feuer",-47
"feuere",-47
"feueren",-47
"feuern",-47
"feuerst",-47
"feuert",-47
"feuerte",-47
"feuerten",-47
"feuertest",-47
"feuertet",-47
"fies",-3050
"fiese",-3050
"fiesem",-3050
"fiesen",-3050
"fieser",-3050
"fiesere",-3050
"fieserem",-3050
"fieseren",-3050
"fieserer",-3050
"fieseres",-3050
"fieses",-3050
"fiesest",-3050
"fieseste",-3050
"fiesestem",-3050
"fiesesten",-3050
"fiesester",-3050
"fiesestes",-3050
"finster",-515
"finstere",-515
"finsterem",-515
"finsteren",-515
"finsterer",-515
"finsterere",-515
"finstererem",-515
"finstereren",-515
"finstererer",-515
"finstereres",-515
"finsteres",-515
"finsterst",-515
"finsterste",-515
"finsterstem",-515
"finstersten",-515
"finsterster",-515
"finsterstes",-515
"finstrer",-515
"finstrere",-515
"finstrerem",-515
"finstreren",-515
"finstrerer",-515
"finstreres",-515
"flach",-47
"flache",-47
"flachem",-47
"flachen",-47
"flacher",-47
"flachere",-47
"flacherem",-47
"flacheren",-47
"flacherer",-47
"flacheres",-47
"flaches",-47
"flachst",-47
"flachste",-47
"flachstem",-47
"flachsten",-47
"flachster",-47
"flachstes",-47
"flau",-47
"flaue",-47
"flauem",-47
"flauen",-47
"flauer",-47
"flauere",-47
"flauerem",-47
"flaueren",-47
"flauerer",-47
"flaueres",-47
"flaues",-47
"flauest",-47
"flaueste",-47
"flauestem",-47
"flauesten",-47
"flauester",-47
"flauestes",-47
"flaust",-47
"flauste",-47
"flaustem",-47
"flausten",-47
"flauster",-47
"flaustes",-47
"flüchtend",-47
"flüchtig",-47
"flüchtige",-47
"flüchtigem",-47
"flüchtigen",-47
"flüchtiger",-47
"flüchtigere",-47
"flüchtigerem",-47
"flüchtigeren",-47
"flüchtigerer",-47
"flüchtigeres",-47
"flüchtiges",-47
"flüchtigst",-47
"flüchtigste",-47
"flüchtigstem",-47
"flüchtigsten",-47
"flüchtigster",-47
"flüchtigstes",-47
"folgenschwer",-47
"folgenschwere",-47
"folgenschwerem",-47
"folgenschweren",-47
"folgenschwerer",-47
"folgenschwerere",-47
"folgenschwererem",-47
"folgenschwereren",-47
"folgenschwererer",-47
"folgenschwereres",-47
"folgenschweres",-47
"folgenschwerst",-47
"folgenschwerste",-47
"folgenschwerstem",-47
"folgenschwersten",-47
"folgenschwerster",-47
"folgenschwerstes",-47
"folgewidrig",-47
"folgewidrige",-47
"folgewidrigem",-47
"folgewidrigen",-47
"folgewidriger",-47
"folgewidrigere",-47
"folgewidrigerem",-47
"folgewidrigeren",-47
"folgewidrigerer",-47
"folgewidrigeres",-47
"folgewidriges",-47
"folgewidrigst",-47
"folgewidrigste",-47
"folgewidrigstem",-47
"folgewidrigsten",-47
"folgewidrigster",-47
"folgewidrigstes",-47
"fragil",-422
"fragile",-422
"fragilem",-422
"fragilen",-422
"fragiler",-422
"fragilere",-422
"fragilerem",-422
"fragileren",-422
"fragilerer",-422
"fragileres",-422
"fragiles",-422
"fragilst",-422
"fragilste",-422
"fragilstem",-422
"fragilsten",-422
"fragilster",-422
"fragilstes",-422
"fraglich",-576
"fragliche",-576
"fraglichem",-576
"fraglichen",-576
"fraglicher",-576
"fraglichere",-576
"fraglicherem",-576
"fraglicheren",-576
"fraglicherer",-576
"fraglicheres",-576
"fragliches",-576
"fraglichst",-576
"fraglichste",-576
"fraglichstem",-576
"fraglichsten",-576
"fraglichster",-576
"fraglichstes",-576
"fragwürdig",-4858
"fragwürdige",-4858
"fragwürdigem",-4858
"fragwürdigen",-4858
"fragwürdiger",-4858
"fragwürdigere",-4858
"fragwürdigerem",-4858
"fragwürdigeren",-4858
"fragwürdigerer",-4858
"fragwürdigeres",-4858
"fragwürdiges",-4858
"fragwürdigst",-4858
"fragwürdigste",-4858
"fragwürdigstem",-4858
"fragwürdigsten",-4858
"fragwürdigster",-4858
"fragwürdigstes",-4858
"frech",-47
"freche",-47
"frechem",-47
"frechen",-47
"frecher",-47
"frechere",-47
"frecherem",-47
"frecheren",-47
"frecherer",-47
"frecheres",-47
"freches",-47
"frechst",-47
"frechste",-47
"frechstem",-47
"frechsten",-47
"frechster",-47
"frechstes",-47
"fremd",-4939
"fremdartig",-419
"fremdartige",-419
"fremdartigem",-419
"fremdartigen",-419
"fremdartiger",-419
"fremdartigere",-419
"fremdartigerem",-419
"fremdartigeren",-419
"fremdartigerer",-419
"fremdartigeres",-419
"fremdartiges",-419
"fremdartigst",-419
"fremdartigste",-419
"fremdartigstem",-419
"fremdartigsten",-419
"fremdartigster",-419
"fremdartigstes",-419
"fremde",-4939
"fremdem",-4939
"fremden",-4939
"fremder",-4939
"fremdere",-4939
"fremderem",-4939
"fremderen",-4939
"fremderer",-4939
"fremderes",-4939
"fremdes",-4939
"fremdest",-4939
"fremdeste",-4939
"fremdestem",-4939
"fremdesten",-4939
"fremdester",-4939
"fremdestes",-4939
"freudlos",-47
"freudlose",-47
"freudlosem",-47
"freudlosen",-47
"freudloser",-47
"freudlosere",-47
"freudloserem",-47
"freudloseren",-47
"freudloserer",-47
"freudloseres",-47
"freudloses",-47
"freudlosest",-47
"freudloseste",-47
"freudlosestem",-47
"freudlosesten",-47
"freudlosester",-47
"freudlosestes",-47
"frivol",-412
"frivole",-412
"frivolem",-412
"frivolen",-412
"frivoler",-412
"frivolere",-412
"frivolerem",-412
"frivoleren",-412
"frivolerer",-412
"frivoleres",-412
"frivoles",-412
"frivolst",-412
"frivolste",-412
"frivolstem",-412
"frivolsten",-412
"frivolster",-412
"frivolstes",-412
"fruchtlos",-47
"fruchtlose",-47
"fruchtlosem",-47
"fruchtlosen",-47
"fruchtloser",-47
"fruchtlosere",-47
"fruchtloserem",-47
"fruchtloseren",-47
"fruchtloserer",-47
"fruchtloseres",-47
"fruchtloses",-47
"fruchtlosst",-47
"fruchtlosste",-47
"fruchtlosstem",-47
"fruchtlossten",-47
"fruchtlosster",-47
"fruchtlosstes",-47
"frustrier",-371
"frustriere",-371
"frustrieren",-371
"frustrierend",-47
"frustrierest",-371
"frustrieret",-371
"frustrierst",-371
"frustriert",-3244
"frustrierte",-3244
"frustriertem",-3244
"frustrierten",-3244
"frustrierter",-3244
"frustriertere",-3244
"frustrierterem",-3244
"frustrierteren",-3244
"frustrierterer",-3244
"frustrierteres",-3244
"frustriertes",-3244
"frustriertest",-3244
"frustrierteste",-3244
"frustriertestem",-3244
"frustriertesten",-3244
"frustriertester",-3244
"frustriertestes",-3244
"frustriertet",-371
"fuchsteufelswild",-47
"fuchsteufelswilde",-47
"fuchsteufelswildem",-47
"fuchsteufelswilden",-47
"fuchsteufelswilder",-47
"fuchsteufelswildere",-47
"fuchsteufelswilderem",-47
"fuchsteufelswilderen",-47
"fuchsteufelswilderer",-47
"fuchsteufelswilderes",-47
"fuchsteufelswildes",-47
"fuchsteufelswildst",-47
